probe_id,gene_symbol,gene_title,entrez_gene_id,primary_gene_symbol
210553_x_at,LOC100507472///PCSK6,uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6,100507472///5046,LOC100507472
210554_s_at,CTBP2,C-terminal binding protein 2,1488,CTBP2
210555_s_at,NFATC3,nuclear factor of activated T-cells 3,4775,NFATC3
210556_at,NFATC3,nuclear factor of activated T-cells 3,4775,NFATC3
210557_x_at,CSF1,colony stimulating factor 1,1435,CSF1
210558_at,AKR1C4,"aldo-keto reductase family 1, member C4",1109,AKR1C4
210559_s_at,CDK1,cyclin dependent kinase 1,983,CDK1
210560_at,GBX2,gastrulation brain homeobox 2,2637,GBX2
210561_s_at,WSB1,WD repeat and SOCS box containing 1,26118,WSB1
210562_at,GREB1,growth regulation by estrogen in breast cancer 1,9687,GREB1
210563_x_at,CFLAR,CASP8 and FADD like apoptosis regulator,8837,CFLAR
210564_x_at,CFLAR,CASP8 and FADD like apoptosis regulator,8837,CFLAR
210565_at,GCGR,glucagon receptor,2642,GCGR
210567_s_at,SKP2,"S-phase kinase-associated protein 2, E3 ubiquitin protein ligase",6502,SKP2
210568_s_at,RECQL,RecQ like helicase,5965,RECQL
210569_s_at,SIGLEC9,sialic acid binding Ig like lectin 9,27180,SIGLEC9
210570_x_at,MAPK9,mitogen-activated protein kinase 9,5601,MAPK9
210571_s_at,CMAHP,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene",8418,CMAHP
210572_at,PCDHA2///PCDHA3,protocadherin alpha 2///protocadherin alpha 3,56146///56145,PCDHA2
210573_s_at,POLR3C,RNA polymerase III subunit C,10623,POLR3C
210574_s_at,NUDC,"nuclear distribution C, dynein complex regulator",10726,NUDC
210575_at,NUDC,"nuclear distribution C, dynein complex regulator",10726,NUDC
210576_at,CYP4F8,cytochrome P450 family 4 subfamily F member 8,11283,CYP4F8
210577_at,CASR,calcium sensing receptor,846,CASR
210578_at,TRIM10,tripartite motif containing 10,10107,TRIM10
210579_s_at,TRIM10,tripartite motif containing 10,10107,TRIM10
210580_x_at,SLX1B-SULT1A4///SLX1A-SULT1A3///SULT1A4///SULT1A3,SLX1B-SULT1A4 readthrough (NMD candidate)///SLX1A-SULT1A3 readthrough (NMD candidate)///sulfotransferase family 1A member 4///sulfotransferase family 1A member 3,100526831///100526830///445329///6818,SLX1B-SULT1A4
210581_x_at,PATZ1,POZ/BTB and AT hook containing zinc finger 1,23598,PATZ1
210582_s_at,LIMK2,LIM domain kinase 2,3985,LIMK2
210583_at,POLDIP3,DNA polymerase delta interacting protein 3,84271,POLDIP3
210584_s_at,RRP7BP///POLDIP3,"ribosomal RNA processing 7 homolog B, pseudogene///DNA polymerase delta interacting protein 3",91695///84271,RRP7BP
210585_s_at,TNPO2,transportin 2,30000,TNPO2
210586_x_at,RHD,Rh blood group D antigen,6007,RHD
210587_at,INHBE,inhibin beta E subunit,83729,INHBE
210588_x_at,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,3189,HNRNPH3
210589_s_at,GBAP1,glucosylceramidase beta pseudogene 1,2630,GBAP1
210592_s_at,SAT1,spermidine/spermine N1-acetyltransferase 1,6303,SAT1
210593_at,ZSWIM8///SAT1,zinc finger SWIM-type containing 8///spermidine/spermine N1-acetyltransferase 1,23053///6303,ZSWIM8
210594_x_at,MPZL1,myelin protein zero like 1,9019,MPZL1
210595_at,ZNF235,zinc finger protein 235,9310,ZNF235
210596_at,MAGT1,magnesium transporter 1,84061,MAGT1
210597_x_at,PRB1,proline rich protein BstNI subfamily 1,5542,PRB1
210598_at,,,,
210599_at,ZNF614,zinc finger protein 614,80110,ZNF614
210600_s_at,GRK4,G protein-coupled receptor kinase 4,2868,GRK4
210601_at,CDH6,cadherin 6,1004,CDH6
210602_s_at,CDH6,cadherin 6,1004,CDH6
210603_at,NAA11,"N(alpha)-acetyltransferase 11, NatA catalytic subunit",84779,NAA11
210604_at,GNAT2,G protein subunit alpha transducin 2,2780,GNAT2
210605_s_at,MFGE8,milk fat globule-EGF factor 8 protein,4240,MFGE8
210606_x_at,KLRD1,killer cell lectin like receptor D1,3824,KLRD1
210607_at,FLT3LG,fms related tyrosine kinase 3 ligand,2323,FLT3LG
210608_s_at,FUT2,fucosyltransferase 2,2524,FUT2
210609_s_at,TP53I3,tumor protein p53 inducible protein 3,9540,TP53I3
210610_at,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1,634,CEACAM1
210611_s_at,DTNA,dystrobrevin alpha,1837,DTNA
210612_s_at,SYNJ2,synaptojanin 2,8871,SYNJ2
210613_s_at,SYNGR1,synaptogyrin 1,9145,SYNGR1
210614_at,TTPA,alpha tocopherol transfer protein,7274,TTPA
210615_at,NRP1,neuropilin 1,8829,NRP1
210616_s_at,SEC31A,"SEC31 homolog A, COPII coat complex component",22872,SEC31A
210617_at,PHEX,"phosphate regulating endopeptidase homolog, X-linked",5251,PHEX
210618_at,RAP1GAP,RAP1 GTPase activating protein,5909,RAP1GAP
210619_s_at,HYAL1,hyaluronoglucosaminidase 1,3373,HYAL1
210620_s_at,GTF3C2,general transcription factor IIIC subunit 2,2976,GTF3C2
210621_s_at,RASA1,RAS p21 protein activator 1,5921,RASA1
210622_x_at,CDK10,cyclin dependent kinase 10,8558,CDK10
210623_at,UBXN1,UBX domain protein 1,51035,UBXN1
210624_s_at,ILVBL,ilvB acetolactate synthase like,10994,ILVBL
210625_s_at,AKAP1,A-kinase anchoring protein 1,8165,AKAP1
210626_at,AKAP1,A-kinase anchoring protein 1,8165,AKAP1
210627_s_at,MOGS,mannosyl-oligosaccharide glucosidase,7841,MOGS
210628_x_at,LTBP4,latent transforming growth factor beta binding protein 4,8425,LTBP4
210629_x_at,LST1,leukocyte specific transcript 1,7940,LST1
210630_s_at,RAD52,"RAD52 homolog, DNA repair protein",5893,RAD52
210631_at,NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1,101930150///4763,NF1P9
210632_s_at,SGCA,sarcoglycan alpha,6442,SGCA
210633_x_at,KRT10,keratin 10,3858,KRT10
210634_at,KLHL20,kelch like family member 20,27252,KLHL20
210635_s_at,KLHL20,kelch like family member 20,27252,KLHL20
210636_at,PPARD,peroxisome proliferator activated receptor delta,5467,PPARD
210637_at,TACR1,tachykinin receptor 1,6869,TACR1
210638_s_at,FBXO9,F-box protein 9,26268,FBXO9
210639_s_at,ATG5,autophagy related 5,9474,ATG5
210640_s_at,GPER1,G protein-coupled estrogen receptor 1,2852,GPER1
210641_at,CAPN9,calpain 9,10753,CAPN9
210642_at,CCIN,calicin,881,CCIN
210643_at,TNFSF11,tumor necrosis factor superfamily member 11,8600,TNFSF11
210644_s_at,LAIR1,leukocyte associated immunoglobulin like receptor 1,3903,LAIR1
210645_s_at,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3,286495///7267,TTC3P1
210646_x_at,RPL13AP5///SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,"ribosomal protein L13a pseudogene 5///small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a",728658///26819///26818///26817///26816///23521,RPL13AP5
210647_x_at,PLA2G6,phospholipase A2 group VI,8398,PLA2G6
210648_x_at,SNX3,sorting nexin 3,8724,SNX3
210649_s_at,ARID1A,AT-rich interaction domain 1A,8289,ARID1A
210650_s_at,PCLO,piccolo presynaptic cytomatrix protein,27445,PCLO
210651_s_at,EPHB2,EPH receptor B2,2048,EPHB2
210652_s_at,TTC39A,tetratricopeptide repeat domain 39A,22996,TTC39A
210653_s_at,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,594,BCKDHB
210654_at,TNFRSF10D,TNF receptor superfamily member 10d,8793,TNFRSF10D
210655_s_at,FOXO3B///FOXO3,forkhead box O3B pseudogene///forkhead box O3,2310///2309,FOXO3B
210656_at,EED,embryonic ectoderm development,8726,EED
210657_s_at,SEPT4,septin 4,5414,SEPT4
210658_s_at,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",23062,GGA2
210659_at,CMKLR1,chemerin chemokine-like receptor 1,1240,CMKLR1
210660_at,LILRA1,leukocyte immunoglobulin like receptor A1,11024,LILRA1
210661_at,GLRA3,glycine receptor alpha 3,8001,GLRA3
210662_at,KYNU,kynureninase,8942,KYNU
210663_s_at,KYNU,kynureninase,8942,KYNU
210664_s_at,TFPI,tissue factor pathway inhibitor,7035,TFPI
210665_at,TFPI,tissue factor pathway inhibitor,7035,TFPI
210666_at,IDS,iduronate 2-sulfatase,3423,IDS
210667_s_at,C21orf33,chromosome 21 open reading frame 33,8209,C21orf33
210669_at,TFAP2A,transcription factor AP-2 alpha,7020,TFAP2A
210670_at,PPY,pancreatic polypeptide,5539,PPY
210671_x_at,MAPK8,mitogen-activated protein kinase 8,5599,MAPK8
210672_s_at,NPRL3,"NPR3 like, GATOR1 complex subunit",8131,NPRL3
210673_x_at,NKX2-1,NK2 homeobox 1,7080,NKX2-1
210674_s_at,PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9,"protocadherin alpha 1///protocadherin alpha 2///protocadherin alpha 3///protocadherin alpha 4///protocadherin alpha 5///protocadherin alpha 6///protocadherin alpha 7///protocadherin alpha 8///protocadherin alpha 10///protocadherin alpha 11///protocadherin alpha 12///protocadherin alpha 13///protocadherin alpha subfamily C, 1///protocadherin alpha subfamily C, 2///protocadherin alpha 9",56147///56146///56145///56144///56143///56142///56141///56140///56139///56138///56137///56136///56135///56134///9752,PCDHA1
210675_s_at,PTPRR,"protein tyrosine phosphatase, receptor type R",5801,PTPRR
210676_x_at,RGPD6///RGPD8///RGPD3///RGPD4///RGPD5,RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5,729540///727851///653489///285190///84220,RGPD6
210677_at,SOAT2,sterol O-acyltransferase 2,8435,SOAT2
210678_s_at,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,10555,AGPAT2
210679_x_at,,,,
210680_s_at,MASP1,mannan binding lectin serine peptidase 1,5648,MASP1
210681_s_at,MIR6125///USP15,microRNA 6125///ubiquitin specific peptidase 15,102465133///9958,MIR6125
210682_at,LPO,lactoperoxidase,4025,LPO
210683_at,NRTN,neurturin,4902,NRTN
210684_s_at,DLG4,discs large MAGUK scaffold protein 4,1742,DLG4
210685_s_at,UBE4B,ubiquitination factor E4B,10277,UBE4B
210686_x_at,SLC25A16,solute carrier family 25 member 16,8034,SLC25A16
210687_at,CPT1A,carnitine palmitoyltransferase 1A,1374,CPT1A
210688_s_at,CPT1A,carnitine palmitoyltransferase 1A,1374,CPT1A
210689_at,CLDN14,claudin 14,23562,CLDN14
210690_at,KLRC4,killer cell lectin like receptor C4,8302,KLRC4
210691_s_at,CACYBP,calcyclin binding protein,27101,CACYBP
210692_s_at,SLC43A3,solute carrier family 43 member 3,29015,SLC43A3
210693_at,SPPL2B,signal peptide peptidase like 2B,56928,SPPL2B
210694_s_at,MID1,midline 1,4281,MID1
210695_s_at,WWOX,WW domain containing oxidoreductase,51741,WWOX
210697_at,ZNF257,zinc finger protein 257,113835,ZNF257
210698_at,,,,
210699_at,,,,
210701_at,CFDP1,craniofacial development protein 1,10428,CFDP1
210702_s_at,PTGIS,prostaglandin I2 (prostacyclin) synthase,5740,PTGIS
210703_at,,,,
210704_at,FEZ2,fasciculation and elongation protein zeta 2,9637,FEZ2
210705_s_at,TRIM5,tripartite motif containing 5,85363,TRIM5
210706_s_at,RNF24,ring finger protein 24,11237,RNF24
210707_x_at,DTX2P1-UPK3BP1-PMS2P11,"DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene",441263,DTX2P1-UPK3BP1-PMS2P11
210708_x_at,CASP10,caspase 10,843,CASP10
210709_at,ZC3H15,zinc finger CCCH-type containing 15,55854,ZC3H15
210710_at,AGGF1,angiogenic factor with G-patch and FHA domains 1,55109,AGGF1
210711_at,LINC00260,long intergenic non-protein coding RNA 260,84719,LINC00260
210712_at,LDHAL6B,lactate dehydrogenase A like 6B,92483,LDHAL6B
210713_at,ITSN1,intersectin 1,6453,ITSN1
210714_at,R3HDM1,R3H domain containing 1,23518,R3HDM1
210715_s_at,SPINT2,"serine peptidase inhibitor, Kunitz type 2",10653,SPINT2
210716_s_at,CLIP1,CAP-Gly domain containing linker protein 1,6249,CLIP1
210717_at,,,,
210718_s_at,ARL17B///ARL17A,ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A,100506084///51326,ARL17B
210719_s_at,HMG20B,high mobility group 20B,10362,HMG20B
210720_s_at,NECAB3,N-terminal EF-hand calcium binding protein 3,63941,NECAB3
210721_s_at,PAK5,p21 (RAC1) activated kinase 5,57144,PAK5
210722_at,PNLIPRP1,pancreatic lipase related protein 1,5407,PNLIPRP1
210723_x_at,,,,
210724_at,ADGRE3,adhesion G protein-coupled receptor E3,84658,ADGRE3
210726_at,CYP3A4,cytochrome P450 family 3 subfamily A member 4,1576,CYP3A4
210727_at,CALCA,calcitonin related polypeptide alpha,796,CALCA
210728_s_at,CALCA,calcitonin related polypeptide alpha,796,CALCA
210729_at,NPY2R,neuropeptide Y receptor Y2,4887,NPY2R
210730_s_at,NPY2R,neuropeptide Y receptor Y2,4887,NPY2R
210731_s_at,LGALS8,galectin 8,3964,LGALS8
210732_s_at,LGALS8,galectin 8,3964,LGALS8
210733_at,TRAM1,translocation associated membrane protein 1,23471,TRAM1
210734_x_at,MAX,MYC associated factor X,4149,MAX
210735_s_at,CA12,carbonic anhydrase 12,771,CA12
210736_x_at,DTNA,dystrobrevin alpha,1837,DTNA
210737_at,TUB,tubby bipartite transcription factor,7275,TUB
210738_s_at,SLC4A4,solute carrier family 4 member 4,8671,SLC4A4
210739_x_at,SLC4A4,solute carrier family 4 member 4,8671,SLC4A4
210740_s_at,ITPK1,inositol-tetrakisphosphate 1-kinase,3705,ITPK1
210741_at,ARHGEF12,Rho guanine nucleotide exchange factor 12,23365,ARHGEF12
210742_at,CDC14A,cell division cycle 14A,8556,CDC14A
210743_s_at,CDC14A,cell division cycle 14A,8556,CDC14A
210744_s_at,IL5RA,interleukin 5 receptor subunit alpha,3568,IL5RA
210745_at,ONECUT1,one cut homeobox 1,3175,ONECUT1
210746_s_at,EPB42,erythrocyte membrane protein band 4.2,2038,EPB42
210747_at,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",3119,HLA-DQB1
210748_at,,,,
210749_x_at,MIR4640///DDR1,microRNA 4640///discoidin domain receptor tyrosine kinase 1,100616237///780,MIR4640
210750_s_at,DLGAP1,DLG associated protein 1,9229,DLGAP1
210751_s_at,RGN,regucalcin,9104,RGN
210752_s_at,MLX,"MLX, MAX dimerization protein",6945,MLX
210753_s_at,EPHB1,EPH receptor B1,2047,EPHB1
210754_s_at,LYN,"LYN proto-oncogene, Src family tyrosine kinase",4067,LYN
210755_at,HGF,hepatocyte growth factor,3082,HGF
210756_s_at,NOTCH2,notch 2,4853,NOTCH2
210757_x_at,LOC101926921///DAB2,"uncharacterized LOC101926921///DAB2, clathrin adaptor protein",101926921///1601,LOC101926921
210758_at,PSIP1,PC4 and SFRS1 interacting protein 1,11168,PSIP1
210759_s_at,PSMA1,proteasome subunit alpha 1,5682,PSMA1
210760_x_at,TRIP11,thyroid hormone receptor interactor 11,9321,TRIP11
210761_s_at,GRB7,growth factor receptor bound protein 7,2886,GRB7
210762_s_at,DLC1,DLC1 Rho GTPase activating protein,10395,DLC1
210763_x_at,NCR3,natural cytotoxicity triggering receptor 3,259197,NCR3
210764_s_at,CYR61,cysteine rich angiogenic inducer 61,3491,CYR61
210765_at,CSE1L,chromosome segregation 1 like,1434,CSE1L
210766_s_at,CSE1L,chromosome segregation 1 like,1434,CSE1L
210767_at,NF2,neurofibromin 2,4771,NF2
210768_x_at,TMCO1,transmembrane and coiled-coil domains 1,54499,TMCO1
210769_at,CNGB1,cyclic nucleotide gated channel beta 1,1258,CNGB1
210770_s_at,LOC100507353///CACNA1A,uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A,100507353///773,LOC100507353
210771_at,PPARA,peroxisome proliferator activated receptor alpha,5465,PPARA
210772_at,FPR2,formyl peptide receptor 2,2358,FPR2
210773_s_at,FPR2,formyl peptide receptor 2,2358,FPR2
210774_s_at,NCOA4,nuclear receptor coactivator 4,8031,NCOA4
210775_x_at,CASP9,caspase 9,842,CASP9
210776_x_at,TCF3,transcription factor 3,6929,TCF3
210778_s_at,MIR4800///MXD4,microRNA 4800///MAX dimerization protein 4,100616358///10608,MIR4800
210779_x_at,GEMIN2,gem nuclear organelle associated protein 2,8487,GEMIN2
210780_at,ESR2,estrogen receptor 2,2100,ESR2
210781_x_at,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,2902,GRIN1
210782_x_at,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,2902,GRIN1
210783_x_at,CLEC11A,C-type lectin domain family 11 member A,6320,CLEC11A
210784_x_at,LILRB3,leukocyte immunoglobulin like receptor B3,11025,LILRB3
210785_s_at,THEMIS2,thymocyte selection associated family member 2,9473,THEMIS2
210786_s_at,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",2313,FLI1
210787_s_at,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,10645,CAMKK2
210788_s_at,DHRS7,dehydrogenase/reductase 7,51635,DHRS7
210789_x_at,CEACAM3,carcinoembryonic antigen related cell adhesion molecule 3,1084,CEACAM3
210790_s_at,SAR1A,secretion associated Ras related GTPase 1A,56681,SAR1A
210791_s_at,ARHGAP32,Rho GTPase activating protein 32,9743,ARHGAP32
210792_x_at,SIVA1,SIVA1 apoptosis inducing factor,10572,SIVA1
210793_s_at,NUP98,nucleoporin 98,4928,NUP98
210794_s_at,MEG3,maternally expressed 3 (non-protein coding),55384,MEG3
210795_s_at,,,,
210796_x_at,SIGLEC6,sialic acid binding Ig like lectin 6,946,SIGLEC6
210797_s_at,OASL,2'-5'-oligoadenylate synthetase like,8638,OASL
210798_x_at,MASP2,mannan binding lectin serine peptidase 2,10747,MASP2
210799_at,HTR1B,5-hydroxytryptamine receptor 1B,3351,HTR1B
210800_at,TIMM8A,translocase of inner mitochondrial membrane 8 homolog A (yeast),1678,TIMM8A
210801_at,DIMT1,DIM1 dimethyladenosine transferase 1 homolog,27292,DIMT1
210802_s_at,DIMT1,DIM1 dimethyladenosine transferase 1 homolog,27292,DIMT1
210803_at,TXNRD2,thioredoxin reductase 2,10587,TXNRD2
210804_x_at,SLC8A1,solute carrier family 8 member A1,6546,SLC8A1
210805_x_at,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1,101928269///100506403///861,LOC101928269
210806_at,TTLL5,tubulin tyrosine ligase like 5,23093,TTLL5
210807_s_at,SLC16A7,solute carrier family 16 member 7,9194,SLC16A7
210808_s_at,NOX1,NADPH oxidase 1,27035,NOX1
210809_s_at,POSTN,periostin,10631,POSTN
210810_s_at,SLC6A5,solute carrier family 6 member 5,9152,SLC6A5
210811_s_at,DDX49,DEAD-box helicase 49,54555,DDX49
210812_at,XRCC4,X-ray repair cross complementing 4,7518,XRCC4
210813_s_at,XRCC4,X-ray repair cross complementing 4,7518,XRCC4
210814_at,TRPC3,transient receptor potential cation channel subfamily C member 3,7222,TRPC3
210815_s_at,CALCRL,calcitonin receptor like receptor,10203,CALCRL
210816_s_at,CYB561,cytochrome b561,1534,CYB561
210817_s_at,CALCOCO2,calcium binding and coiled-coil domain 2,10241,CALCOCO2
210818_s_at,GRIK1-AS2///BACH1,GRIK1 antisense RNA 2///BTB domain and CNC homolog 1,100379661///571,GRIK1-AS2
210819_x_at,DIO2,"deiodinase, iodothyronine, type II",1734,DIO2
210820_x_at,COQ7,"coenzyme Q7, hydroxylase",10229,COQ7
210821_x_at,CENPA,centromere protein A,1058,CENPA
210822_at,RPL13P5///LRRC23,ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23,283345///10233,RPL13P5
210823_s_at,PTPRS,"protein tyrosine phosphatase, receptor type S",5802,PTPRS
210824_at,,,,
210825_s_at,PEBP1,phosphatidylethanolamine binding protein 1,5037,PEBP1
210826_x_at,RAD17,RAD17 checkpoint clamp loader component,5884,RAD17
210827_s_at,ELF3,E74 like ETS transcription factor 3,1999,ELF3
210828_s_at,ARNT,aryl hydrocarbon receptor nuclear translocator,405,ARNT
210829_s_at,SSBP2,single stranded DNA binding protein 2,23635,SSBP2
210830_s_at,PON2,paraoxonase 2,5445,PON2
210831_s_at,PTGER3,prostaglandin E receptor 3,5733,PTGER3
210832_x_at,PTGER3,prostaglandin E receptor 3,5733,PTGER3
210833_at,PTGER3,prostaglandin E receptor 3,5733,PTGER3
210834_s_at,PTGER3,prostaglandin E receptor 3,5733,PTGER3
210835_s_at,CTBP2,C-terminal binding protein 2,1488,CTBP2
210836_x_at,PDE4D,phosphodiesterase 4D,5144,PDE4D
210837_s_at,PDE4D,phosphodiesterase 4D,5144,PDE4D
210838_s_at,ACVRL1,activin A receptor like type 1,94,ACVRL1
210839_s_at,ENPP2,ectonucleotide pyrophosphatase/phosphodiesterase 2,5168,ENPP2
210840_s_at,IQGAP1,IQ motif containing GTPase activating protein 1,8826,IQGAP1
210841_s_at,NRP2,neuropilin 2,8828,NRP2
210842_at,NRP2,neuropilin 2,8828,NRP2
210843_s_at,MFAP3L,microfibrillar associated protein 3 like,9848,MFAP3L
210844_x_at,CTNNA1,catenin alpha 1,1495,CTNNA1
210845_s_at,PLAUR,"plasminogen activator, urokinase receptor",5329,PLAUR
210846_x_at,TRIM14,tripartite motif containing 14,9830,TRIM14
210847_x_at,TNFRSF25,TNF receptor superfamily member 25,8718,TNFRSF25
210848_at,,,,
210849_s_at,VPS41,"VPS41, HOPS complex subunit",27072,VPS41
210850_s_at,ELK1,"ELK1, ETS transcription factor",2002,ELK1
210852_s_at,AASS,aminoadipate-semialdehyde synthase,10157,AASS
210853_at,SCN11A,sodium voltage-gated channel alpha subunit 11,11280,SCN11A
210854_x_at,SLC6A8,solute carrier family 6 member 8,6535,SLC6A8
210855_at,GREB1,growth regulation by estrogen in breast cancer 1,9687,GREB1
210858_x_at,ATM,ATM serine/threonine kinase,472,ATM
210859_x_at,CLN3,"CLN3, battenin",1201,CLN3
210861_s_at,WISP3,WNT1 inducible signaling pathway protein 3,8838,WISP3
210862_s_at,SARDH,sarcosine dehydrogenase,1757,SARDH
210864_x_at,HFE,hemochromatosis,3077,HFE
210865_at,FASLG,Fas ligand,356,FASLG
210866_s_at,CNOT4,CCR4-NOT transcription complex subunit 4,4850,CNOT4
210867_at,CNOT4,CCR4-NOT transcription complex subunit 4,4850,CNOT4
210868_s_at,ELOVL6,ELOVL fatty acid elongase 6,79071,ELOVL6
210869_s_at,MIR6756///MCAM,microRNA 6756///melanoma cell adhesion molecule,102465453///4162,MIR6756
